mark_ref	matt_ref	score	pair_classes	lemma_insertions	lemma_deletions	lemma_replacements	inserted_lemmas	deleted_lemmas	moved_lemmas	mark_text	matt_text
Mark 11:21	Matt 21:20	0.172562	mark_expands;substitution;reordering	0	3	6	οραω;μαθητης;θαυμαζω;πως;παραχρημα;ξηραινω	αναμιμνησκω;πετρος;αυτος;ραββι;ιδε;ος;καταραομαι;ξηραινω	ξηραινω	καὶ ἀναμνησθεὶς ὁ Πέτρος λέγει αὐτῷ· Ῥαββί, ἴδε ἡ συκῆ ἣν κατηράσω ἐξήρανται.	καὶ ἰδόντες οἱ μαθηταὶ ἐθαύμασαν λέγοντες· Πῶς παραχρῆμα ἐξηράνθη ἡ συκῆ;
Mark 11:23	Matt 21:21	0.333573	mark_expands;substitution;reordering	7	14	14	αποκρινομαι;δε;ο;ιησους;λεγω;αυτος;εαν;εχω;πιστις;και;μη;διακρινω;ου;μονος;ο;ο;συκη;ποιεω;αλλα;καν;λεγω	οτι;ος;αν;λεγω;και;μη;διακρινω;εν;ο;καρδια;αυτος;αλλα;πιστευω;οτι;ος;λαλεω;ειμι;αυτος	αλλα;αυτος;διακρινω;και;λεγω;μη;ο	⸀ἀμὴν λέγω ὑμῖν ὅτι ὃς ἂν εἴπῃ τῷ ὄρει τούτῳ· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, καὶ μὴ διακριθῇ ἐν τῇ καρδίᾳ αὐτοῦ ἀλλὰ ⸀πιστεύῃ ὅτι ⸂ὃ λαλεῖ γίνεται, ἔσται αὐτῷ⸃.	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ἀμὴν λέγω ὑμῖν, ἐὰν ἔχητε πίστιν καὶ μὴ διακριθῆτε, οὐ μόνον τὸ τῆς συκῆς ποιήσετε, ἀλλὰ κἂν τῷ ὄρει τούτῳ εἴπητε· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, γενήσεται·
Mark 11:24	Matt 21:22	0.4356	mark_expands;substitution;reordering	3	4	6	και;αν;εν;ο;προσευχη	δια;ουτος;λεγω;συ;προσευχομαι;και;οτι;και;ειμι;συ	και	διὰ τοῦτο λέγω ὑμῖν, πάντα ὅσα ⸂προσεύχεσθε καὶ αἰτεῖσθε⸃, πιστεύετε ὅτι ⸀ἐλάβετε, καὶ ἔσται ὑμῖν.	καὶ πάντα ὅσα ⸀ἂν αἰτήσητε ἐν τῇ προσευχῇ πιστεύοντες λήμψεσθε.
Mark 11:28	Matt 21:23	0.381257	matt_expands;reordering	15	4	1	ερχομαι;αυτος;εις;ο;ιερος;προσερχομαι;αυτος;διδασκω;ο;αρχιερευς;και;ο;πρεσβυτερος;ο;λαος;και	αυτος;η;ινα;ουτος;ποιεω	αυτος	καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς;	Καὶ ⸂ἐλθόντος αὐτοῦ⸃ εἰς τὸ ἱερὸν προσῆλθον αὐτῷ διδάσκοντι οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ λέγοντες· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; καὶ τίς σοι ἔδωκεν τὴν ἐξουσίαν ταύτην;
Mark 11:29	Matt 21:24	0.552237	matt_expands;substitution;reordering	4	2	6	αποκρινομαι;δε;ερωταω;καγω;λογος;ος;εαν;λεγω;καγω;συ	δε;επερωταω;λογος;και;αποκρινομαι;και;συ	αποκρινομαι;δε;λογος;συ	ὁ δὲ ⸀Ἰησοῦς εἶπεν αὐτοῖς· Ἐπερωτήσω ⸀ὑμᾶς ἕνα λόγον, καὶ ἀποκρίθητέ μοι, καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ἐρωτήσω ὑμᾶς κἀγὼ λόγον ἕνα, ὃν ἐὰν εἴπητέ μοι κἀγὼ ὑμῖν ἐρῶ ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·
Mark 11:31	Matt 21:25	0.511503	mark_expands;substitution	1	2	14	ο;βαπτισμα;ο;ιωαννης;ποθεν;ειμι;εκ;ουρανος;η;εκ;ανθρωπος;ο;δε;εν;εγω	και;προς;λεγω;τις		καὶ ⸀διελογίζοντο πρὸς ἑαυτοὺς λέγοντες· ⸂Τί εἴπωμεν;⸃ ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ· Διὰ τί ⸀οὖν οὐκ ἐπιστεύσατε αὐτῷ;	τὸ βάπτισμα ⸀τὸ Ἰωάννου πόθεν ἦν; ἐξ οὐρανοῦ ἢ ἐξ ἀνθρώπων; οἱ δὲ διελογίζοντο ⸀ἐν ἑαυτοῖς λέγοντες· Ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ ἡμῖν· Διὰ τί οὖν οὐκ ἐπιστεύσατε αὐτῷ;
Mark 11:32	Matt 21:26	0.520381	mark_expands;substitution;reordering	2	4	3	εαν;δε;πας;ως;προφητης	αλλα;απας;οντως;οτι;προφητης;ειμι	προφητης	ἀλλὰ εἴπωμεν· Ἐξ ἀνθρώπων;— ἐφοβοῦντο τὸν ⸀ὄχλον, ἅπαντες γὰρ εἶχον τὸν Ἰωάννην ⸂ὄντως ὅτι⸃ προφήτης ἦν.	ἐὰν δὲ εἴπωμεν· Ἐξ ἀνθρώπων, φοβούμεθα τὸν ὄχλον, πάντες γὰρ ⸂ὡς προφήτην ἔχουσιν τὸν Ἰωάννην⸃.
Mark 11:33	Matt 21:27	0.73072	mark_expands	2	3	0	φημι;αυτος	ο;ιησους;λεγω		καὶ ἀποκριθέντες ⸂τῷ Ἰησοῦ λέγουσιν⸃· Οὐκ οἴδαμεν. καὶ ὁ ⸀Ἰησοῦς λέγει αὐτοῖς· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.	καὶ ἀποκριθέντες τῷ Ἰησοῦ εἶπαν· Οὐκ οἴδαμεν. ἔφη αὐτοῖς καὶ αὐτός· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.
Mark 12:1	Matt 21:33	0.501801	substitution;reordering	9	8	4	αλλος;παραβολη;ακουω;ανθρωπος;ειμι;οικοδεσποτης;οστις;φυτευω;αμπελων;φραγμος;εν;αυτος;ληνος	αρχω;εν;παραβολη;λαλεω;αμπελων;ανθρωπος;φυτευω;και;φραγμος;υποληνιον	αμπελων;ανθρωπος;εν;παραβολη;φραγμος;φυτευω	Καὶ ἤρξατο αὐτοῖς ἐν παραβολαῖς ⸀λαλεῖν· Ἀμπελῶνα ⸂ἄνθρωπος ἐφύτευσεν⸃, καὶ περιέθηκεν φραγμὸν καὶ ὤρυξεν ὑπολήνιον καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν.	Ἄλλην παραβολὴν ἀκούσατε. ⸀Ἄνθρωπος ἦν οἰκοδεσπότης ὅστις ἐφύτευσεν ἀμπελῶνα καὶ φραγμὸν αὐτῷ περιέθηκεν καὶ ὤρυξεν ἐν αὐτῷ ληνὸν καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν.
Mark 12:2	Matt 21:34	0.567929	mark_expands;substitution;reordering	3	8	9	οτε;δε;εγγιζω;ο;καιρος;ο;καρπος;ο;δουλος;αυτος;αυτος	και;ο;καιρος;δουλος;ινα;παρα;ο;γεωργος;απο;ο;αμπελων	δουλος;καιρος;ο	καὶ ἀπέστειλεν πρὸς τοὺς γεωργοὺς τῷ καιρῷ δοῦλον, ἵνα παρὰ τῶν γεωργῶν λάβῃ ἀπὸ ⸂τῶν καρπῶν⸃ τοῦ ἀμπελῶνος·	ὅτε δὲ ἤγγισεν ὁ καιρὸς τῶν καρπῶν, ἀπέστειλεν τοὺς δούλους αὐτοῦ πρὸς τοὺς γεωργοὺς λαβεῖν τοὺς καρποὺς αὐτοῦ.
Mark 12:3	Matt 21:35	0.207974	matt_expands;substitution	6	0	6	ο;γεωργος;ο;δουλος;ος;μεν;ος;δε;αποκτεινω;ος;δε;λιθοβολεω	και;αποστελλω;κενος		⸀καὶ λαβόντες αὐτὸν ἔδειραν καὶ ἀπέστειλαν κενόν.	καὶ λαβόντες οἱ γεωργοὶ τοὺς δούλους αὐτοῦ ὃν μὲν ἔδειραν, ὃν δὲ ἀπέκτειναν, ὃν δὲ ἐλιθοβόλησαν.
Mark 12:4	Matt 21:36	0.384706	mark_expands;substitution;reordering	0	3	6	πολυς;ο;πρωτος;ποιεω;αυτος;ωσαυτως	και;προς;αυτος;κακεινος;κεφαλιοω;ατιμαζω	αυτος	καὶ πάλιν ἀπέστειλεν πρὸς αὐτοὺς ἄλλον δοῦλον· ⸀κἀκεῖνον ⸀ἐκεφαλίωσαν καὶ ⸀ἠτίμασαν.	πάλιν ἀπέστειλεν ἄλλους δούλους πλείονας τῶν πρώτων, καὶ ἐποίησαν αὐτοῖς ὡσαύτως.
Mark 12:6	Matt 21:37	0.3439	substitution;reordering	3	3	5	υστερος;δε;ο;υιος;αυτος	ετι;εις;εχω;υιος;αγαπητος;αυτος;εσχατος;οτι	αυτος;υιος	ἔτι ⸂ἕνα εἶχεν, υἱὸν ἀγαπητόν· ἀπέστειλεν⸃ αὐτὸν ⸂ἔσχατον πρὸς αὐτοὺς⸃ λέγων ὅτι Ἐντραπήσονται τὸν υἱόν μου.	ὕστερον δὲ ἀπέστειλεν πρὸς αὐτοὺς τὸν υἱὸν αὐτοῦ λέγων· Ἐντραπήσονται τὸν υἱόν μου.
Mark 12:7	Matt 21:38	0.644235	matt_expands;substitution;reordering	3	2	6	ο;γεωργος;οραω;υιος;λεγω;εν;εχω;αυτος	εκεινος;γεωργος;προς;λεγω;οτι;εγω;ειμι	γεωργος;λεγω	ἐκεῖνοι δὲ οἱ γεωργοὶ ⸂πρὸς ἑαυτοὺς εἶπαν⸃ ὅτι Οὗτός ἐστιν ὁ κληρονόμος· δεῦτε ἀποκτείνωμεν αὐτόν, καὶ ἡμῶν ἔσται ἡ κληρονομία.	οἱ δὲ γεωργοὶ ἰδόντες τὸν υἱὸν εἶπον ἐν ἑαυτοῖς· Οὗτός ἐστιν ὁ κληρονόμος· δεῦτε ἀποκτείνωμεν αὐτὸν καὶ ⸀σχῶμεν τὴν κληρονομίαν αὐτοῦ·
Mark 12:8	Matt 21:39	0.747891	mark_expands;reordering	2	3	0	και;αποκτεινω	αποκτεινω;και;αυτος	αποκτεινω;και	καὶ λαβόντες ⸂ἀπέκτειναν αὐτόν, καὶ ἐξέβαλον αὐτὸν⸃ ἔξω τοῦ ἀμπελῶνος.	καὶ λαβόντες αὐτὸν ἐξέβαλον ἔξω τοῦ ἀμπελῶνος καὶ ἀπέκτειναν.
Mark 12:9	Matt 21:40	0.436102	substitution;reordering	0	0	11	οταν;ουν;ερχομαι;τις;ποιεω;εκεινος	τις;ποιεω;ερχομαι;και;απολλυμι;και;διδωμι;ο;αμπελων;αλλος	ερχομαι;ποιεω;τις	⸀τί ποιήσει ὁ κύριος τοῦ ἀμπελῶνος; ἐλεύσεται καὶ ἀπολέσει τοὺς γεωργούς, καὶ δώσει τὸν ἀμπελῶνα ἄλλοις.	ὅταν οὖν ἔλθῃ ὁ κύριος τοῦ ἀμπελῶνος, τί ποιήσει τοῖς γεωργοῖς ἐκείνοις;
Mark 12:10	Matt 21:42	0.49023	matt_expands;substitution;reordering	10	2	7	λεγω;αυτος;ο;ιησους;ουδεποτε;αναγινωσκω;εν;παρα;κυριος;γινομαι;ουτος;και;ειμι;θαυμαστος;εν;οφθαλμος;εγω	ουδε;ουτος;αναγινωσκω	αναγινωσκω;ουτος	οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας·	Λέγει αὐτοῖς ὁ Ἰησοῦς· Οὐδέποτε ἀνέγνωτε ἐν ταῖς γραφαῖς· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας· παρὰ κυρίου ἐγένετο αὕτη, καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν;
Mark 12:13	Matt 22:15	0.155763	substitution	0	0	11	τοτε;πορευομαι;συμβουλιον;λαμβανω;οπως;παγιδευω;εν	και;αποστελλω;προς;αυτος;τις;και;ο;ηρωδιανοι;ινα;αγρευω		Καὶ ἀποστέλλουσιν πρὸς αὐτόν τινας τῶν Φαρισαίων καὶ τῶν Ἡρῳδιανῶν ἵνα αὐτὸν ἀγρεύσωσιν λόγῳ.	Τότε πορευθέντες οἱ Φαρισαῖοι συμβούλιον ἔλαβον ὅπως αὐτὸν παγιδεύσωσιν ἐν λόγῳ.
Mark 12:14	Matt 22:16	0.530643	mark_expands;substitution;reordering	8	19	8	αποστελλω;αυτος;ο;μαθητης;αυτος;μετα;ο;ηρωδιανοι;και;ο;οδος;ο;θεος;εν;αληθεια;διδασκω	ερχομαι;αυτος;αλλα;επι;αληθεια;ο;οδος;ο;θεος;διδασκω;εξεστιν;διδωμι;κηνσος;καισαρ;η;ου;διδωμι;η;μη;διδωμι	αληθεια;αυτος;διδασκω;θεος;ο;οδος	⸀καὶ ἐλθόντες λέγουσιν αὐτῷ· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων, ἀλλʼ ἐπʼ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις· ἔξεστιν ⸂δοῦναι κῆνσον Καίσαρι⸃ ἢ οὔ; δῶμεν ἢ μὴ δῶμεν;	καὶ ἀποστέλλουσιν αὐτῷ τοὺς μαθητὰς αὐτῶν μετὰ τῶν Ἡρῳδιανῶν ⸀λέγοντες· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ τὴν ὁδὸν τοῦ θεοῦ ἐν ἀληθείᾳ διδάσκεις, καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων·
Mark 12:15	Matt 22:18	0.183433	mark_expands;substitution;reordering	2	3	8	γινωσκω;δε;ιησους;ο;πονηρια;υποκριτης	δε;οραω;ο;υποκρισις;αυτος;φερω;εγω;δηναριον;ινα;οραω	δε;ο	ὁ δὲ εἰδὼς αὐτῶν τὴν ὑπόκρισιν εἶπεν αὐτοῖς· Τί με πειράζετε; φέρετέ μοι δηνάριον ἵνα ἴδω.	γνοὺς δὲ ὁ Ἰησοῦς τὴν πονηρίαν αὐτῶν εἶπεν· Τί με πειράζετε, ὑποκριταί;
Mark 12:16	Matt 22:20	0.555213	mark_expands	0	8	0		ο;δε;φερω;ο;δε;λεγω;αυτος;καισαρ		οἱ δὲ ἤνεγκαν. καὶ λέγει αὐτοῖς· Τίνος ἡ εἰκὼν αὕτη καὶ ἡ ἐπιγραφή; οἱ δὲ εἶπαν αὐτῷ· Καίσαρος.	καὶ λέγει αὐτοῖς· Τίνος ἡ εἰκὼν αὕτη καὶ ἡ ἐπιγραφή;
Mark 12:17	Matt 22:21	0.530638	mark_expands;reordering	6	8	0	καισαρ;τοτε;λεγω;αυτος;αποδιδωμι;ουν	ο;δε;ιησους;αποδιδωμι;και;εκθαυμαζω;επι;αυτος	αποδιδωμι;αυτος	⸂ὁ δὲ⸃ Ἰησοῦς εἶπεν ⸀αὐτοῖς· ⸂Τὰ Καίσαρος ἀπόδοτε⸃ Καίσαρι καὶ τὰ τοῦ θεοῦ τῷ θεῷ. καὶ ⸀ἐξεθαύμαζον ἐπʼ αὐτῷ.	λέγουσιν ⸀αὐτῷ· Καίσαρος. τότε λέγει αὐτοῖς· Ἀπόδοτε οὖν τὰ Καίσαρος Καίσαρι καὶ τὰ τοῦ θεοῦ τῷ θεῷ.
Mark 12:18	Matt 22:23	0.520409	mark_expands;substitution;reordering	1	5	6	εν;εκεινος;ο;ημερα;προσερχομαι;αυτος;αναστασις	και;ερχομαι;προς;αυτος;οστις;αναστασις;λεγω	αναστασις;αυτος	Καὶ ἔρχονται Σαδδουκαῖοι πρὸς αὐτόν, οἵτινες λέγουσιν ἀνάστασιν μὴ εἶναι, καὶ ⸀ἐπηρώτων αὐτὸν λέγοντες·	Ἐν ἐκείνῃ τῇ ἡμέρᾳ προσῆλθον αὐτῷ Σαδδουκαῖοι, ⸀λέγοντες μὴ εἶναι ἀνάστασιν, καὶ ἐπηρώτησαν αὐτὸν
Mark 12:19	Matt 22:24	0.407291	mark_expands;substitution	2	5	7	λεγω;λεγω;εχω;επιγαμβρευω;αυτος;ανιστημι	γραφω;εγω;οτι;αδελφος;και;καταλειπω;γυνη;και;αφιημι;ινα;λαμβανω;εξανιστημι		Διδάσκαλε, Μωϋσῆς ἔγραψεν ἡμῖν ὅτι ἐάν τινος ἀδελφὸς ἀποθάνῃ καὶ καταλίπῃ γυναῖκα καὶ ⸂μὴ ἀφῇ τέκνον⸃, ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν ⸀γυναῖκα καὶ ἐξαναστήσῃ σπέρμα τῷ ἀδελφῷ αὐτοῦ.	λέγοντες· Διδάσκαλε, Μωϋσῆς εἶπεν· Ἐάν τις ἀποθάνῃ μὴ ἔχων τέκνα, ἐπιγαμβρεύσει ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα αὐτοῦ καὶ ἀναστήσει σπέρμα τῷ ἀδελφῷ αὐτοῦ.
Mark 12:20	Matt 22:25	0.353711	matt_expands;substitution;reordering	4	1	13	ειμι;δε;παρα;εγω;γαμεω;τελευταω;και;μη;εχω;σπερμα;αφιημι;ο;αυτος;ο;αδελφος;αυτος	ειμι;λαμβανω;και;αποθνησκω;ου;αφιημι;σπερμα	αφιημι;ειμι;και;σπερμα	ἑπτὰ ἀδελφοὶ ἦσαν· καὶ ὁ πρῶτος ἔλαβεν γυναῖκα, καὶ ἀποθνῄσκων οὐκ ἀφῆκεν σπέρμα·	ἦσαν δὲ παρʼ ἡμῖν ἑπτὰ ἀδελφοί· καὶ ὁ πρῶτος ⸀γήμας ἐτελεύτησεν, καὶ μὴ ἔχων σπέρμα ἀφῆκεν τὴν γυναῖκα αὐτοῦ τῷ ἀδελφῷ αὐτοῦ·
Mark 12:21	Matt 22:26	0.188358	mark_expands;substitution	1	7	3	ομοιως;εως;ο;επτα	λαμβανω;αυτος;και;αποθνησκω;μη;καταλειπω;σπερμα;ωσαυτως		καὶ ὁ δεύτερος ἔλαβεν αὐτήν, καὶ ἀπέθανεν ⸂μὴ καταλιπὼν⸃ σπέρμα, καὶ ὁ τρίτος ὡσαύτως·	ὁμοίως καὶ ὁ δεύτερος καὶ ὁ τρίτος, ἕως τῶν ἑπτά·
