mark_ref,matt_ref,macro_block,micro_block,score,wj_content,wj_bigram,sr_content,wj_all,rare_inter,pair_classes,lemma_insertions,lemma_deletions,lemma_replacements,lemma_moved_tokens,common_lemmas,mark_only_lemmas,matt_only_lemmas,mark_variant_note_count,matt_variant_note_count,mark_text,matt_text
Mark 11:3,Matt 21:3,19,34,0.647275,0.647179,0.490274,0.823529,0.687702,24.905667,mark_expands;reordering,2,6,0,αποστελλω,αποστελλω;αυτος;εαν;ευθυς;εχω;και;κυριος;λεγω;ο;οτι;συ;τις;χρεια,ουτος;παλιν;ποιεω;ωδε,δε,3,2,καὶ ἐάν τις ὑμῖν εἴπῃ· Τί ποιεῖτε τοῦτο; εἴπατε ⸀ὅτι Ὁ κύριος αὐτοῦ χρείαν ἔχει· καὶ ⸀εὐθὺς αὐτὸν ἀποστέλλει ⸀πάλιν ὧδε.,"καὶ ἐάν τις ὑμῖν εἴπῃ τι, ἐρεῖτε ὅτι Ὁ κύριος αὐτῶν χρείαν ἔχει· ⸀εὐθὺς δὲ ⸀ἀποστελεῖ αὐτούς."
Mark 11:5,Matt 21:5,19,34,0.102987,0.100378,0.0,0.235294,0.107577,8.349362,matt_expands;substitution;reordering,13,0,10,λεγω;ο,και;λεγω;ο;πωλος,αυτος;εκει;ιστημι;λυω;ποιεω;τις,βασιλευς;επι;επιβαινω;ερχομαι;θυγατηρ;ιδου;ονος;πραυς;σιων;συ;υιος;υποζυγιον,0,1,καί τινες τῶν ἐκεῖ ἑστηκότων ἔλεγον αὐτοῖς· Τί ποιεῖτε λύοντες τὸν πῶλον;,Εἴπατε τῇ θυγατρὶ Σιών· Ἰδοὺ ὁ βασιλεύς σου ἔρχεταί σοι πραῢς καὶ ἐπιβεβηκὼς ἐπὶ ὄνον καὶ ⸀ἐπὶ πῶλον υἱὸν ὑποζυγίου.
Mark 11:6,Matt 21:6,19,34,0.12886,0.10551,0.0,0.222222,0.369361,3.02471,mark_expands;substitution;reordering,2,5,5,δε;καθως;και,αυτος;δε;ιησους;καθως;και;ο,αφιημι;λεγω,μαθητης;ποιεω;πορευομαι;συντασσω,1,1,οἱ δὲ εἶπαν αὐτοῖς καθὼς ⸀εἶπεν ὁ Ἰησοῦς· καὶ ἀφῆκαν αὐτούς.,πορευθέντες δὲ οἱ μαθηταὶ καὶ ποιήσαντες καθὼς ⸀συνέταξεν αὐτοῖς ὁ Ἰησοῦς
Mark 11:7,Matt 21:7,19,34,0.17963,0.196286,0.0,0.333333,0.246353,11.627261,mark_expands;substitution;reordering,6,8,2,επι;και;ο,αυτος;επι;ιματιον;και;ο;πωλος,επιβαλλω;ιησους;καθιζω;προς;φερω,αγω;επανω;επικαθιζω;επιτιθημι;ονος,3,2,"καὶ ⸀φέρουσιν τὸν πῶλον πρὸς τὸν Ἰησοῦν, καὶ ⸀ἐπιβάλλουσιν αὐτῷ τὰ ἱμάτια αὐτῶν, καὶ ἐκάθισεν ἐπʼ ⸀αὐτόν.","ἤγαγον τὴν ὄνον καὶ τὸν πῶλον, καὶ ἐπέθηκαν ⸀ἐπʼ αὐτῶν τὰ ⸀ἱμάτια, καὶ ἐπεκάθισεν ἐπάνω αὐτῶν."
Mark 11:8,Matt 21:8,19,34,0.393421,0.519158,0.128653,0.421053,0.434262,32.371208,matt_expands;substitution;reordering,3,1,13,και;στρωννυμι,αλλος;δε;ιματιον;και;κοπτω;ο;οδος;πολυς;στρωννυμι,αγρος;αυτος;εις;εκ;στιβας,απο;δενδρον;εαυτου;εν;κλαδος;οχλος,2,0,"⸂καὶ πολλοὶ⸃ τὰ ἱμάτια αὐτῶν ἔστρωσαν εἰς τὴν ὁδόν, ἄλλοι δὲ στιβάδας ⸂κόψαντες ἐκ τῶν ἀγρῶν⸃.","ὁ δὲ πλεῖστος ὄχλος ἔστρωσαν ἑαυτῶν τὰ ἱμάτια ἐν τῇ ὁδῷ, ἄλλοι δὲ ἔκοπτον κλάδους ἀπὸ τῶν δένδρων καὶ ἐστρώννυον ἐν τῇ ὁδῷ."
Mark 11:9,Matt 21:9,19,34,0.589081,0.607321,0.416845,0.736842,0.642064,34.22399,matt_expands;substitution,9,0,3,,ακολουθεω;εν;ερχομαι;ευλογεω;και;κραζω;κυριος;ο;ονομα;προαγω;ωσαννα,,αυτος;δαυιδ;δε;λεγω;οχλος;υιος;υψιστος,1,1,καὶ οἱ προάγοντες καὶ οἱ ἀκολουθοῦντες ⸀ἔκραζον· Ὡσαννά· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου·,οἱ δὲ ὄχλοι οἱ προάγοντες ⸀αὐτὸν καὶ οἱ ἀκολουθοῦντες ἔκραζον λέγοντες· Ὡσαννὰ τῷ υἱῷ Δαυίδ· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου· Ὡσαννὰ ἐν τοῖς ὑψίστοις.
Mark 11:11,Matt 21:10,19,34,0.21409,0.204765,0.062094,0.421053,0.222118,15.3375,substitution;reordering,1,0,16,πας,ειμι;εις;εισερχομαι;ιεροσολυμα;και;ο;πας,βηθανια;δωδεκα;εξερχομαι;ηδη;ιερος;μετα;οψε;περιβλεπομαι;ωρα,αυτος;λεγω;ουτος;πολις;σειω;τις,2,0,Καὶ εἰσῆλθεν εἰς ⸀Ἱεροσόλυμα εἰς τὸ ἱερόν· καὶ περιβλεψάμενος πάντα ⸀ὀψὲ ἤδη οὔσης τῆς ὥρας ἐξῆλθεν εἰς Βηθανίαν μετὰ τῶν δώδεκα.,καὶ εἰσελθόντος αὐτοῦ εἰς Ἱεροσόλυμα ἐσείσθη πᾶσα ἡ πόλις λέγουσα· Τίς ἐστιν οὗτος;
Mark 11:15,Matt 21:12,19,35,0.64079,0.760239,0.275693,0.758621,0.780355,62.127021,mark_expands;reordering,3,6,1,και;καταστρεφω,αγοραζω;εις;εισερχομαι;εκβαλλω;εν;ιερος;καθεδρα;και;καταστρεφω;κολλυβιστης;ο;περιστερα;πωλεω;τραπεζα,αρχω;ερχομαι;ιεροσολυμα,ιησους;πας,2,2,"Καὶ ἔρχονται εἰς Ἱεροσόλυμα. καὶ ⸀εἰσελθὼν εἰς τὸ ἱερὸν ἤρξατο ἐκβάλλειν τοὺς πωλοῦντας καὶ ⸀τοὺς ἀγοράζοντας ἐν τῷ ἱερῷ, καὶ τὰς τραπέζας τῶν κολλυβιστῶν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστερὰς κατέστρεψεν","Καὶ εἰσῆλθεν ⸀Ἰησοῦς εἰς τὸ ⸀ἱερόν, καὶ ἐξέβαλεν πάντας τοὺς πωλοῦντας καὶ ἀγοράζοντας ἐν τῷ ἱερῷ καὶ τὰς τραπέζας τῶν κολλυβιστῶν κατέστρεψεν καὶ τὰς καθέδρας τῶν πωλούντων τὰς περιστεράς,"
Mark 11:17,Matt 21:13,19,35,0.729798,0.754234,0.583097,0.857143,0.731901,42.161596,mark_expands;reordering,1,8,0,αυτος,αυτος;γραφω;δε;εγω;και;καλεω;λεγω;ληστης;ο;οικος;ποιεω;προσευχη;σπηλαιον;συ,διδασκω;εθνος;οτι;ου;πας,,3,1,καὶ ἐδίδασκεν ⸂καὶ ἔλεγεν⸃ ⸀αὐτοῖς· Οὐ γέγραπται ὅτι Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται πᾶσιν τοῖς ἔθνεσιν; ὑμεῖς δὲ ⸀πεποιήκατε αὐτὸν σπήλαιον λῃστῶν.,"καὶ λέγει αὐτοῖς· Γέγραπται· Ὁ οἶκός μου οἶκος προσευχῆς κληθήσεται, ὑμεῖς δὲ αὐτὸν ⸀ποιεῖτε σπήλαιον λῃστῶν."
Mark 11:21,Matt 21:20,20,36,0.172562,0.217679,0.0,0.266667,0.21273,14.391783,mark_expands;substitution;reordering,0,3,6,ξηραινω,και;λεγω;ξηραινω;ο;συκη,αναμιμνησκω;αυτος;ιδε;καταραομαι;ος;πετρος;ραββι,θαυμαζω;μαθητης;οραω;παραχρημα;πως,0,0,"καὶ ἀναμνησθεὶς ὁ Πέτρος λέγει αὐτῷ· Ῥαββί, ἴδε ἡ συκῆ ἣν κατηράσω ἐξήρανται.",καὶ ἰδόντες οἱ μαθηταὶ ἐθαύμασαν λέγοντες· Πῶς παραχρῆμα ἐξηράνθη ἡ συκῆ;
Mark 11:23,Matt 21:21,20,36,0.333573,0.375185,0.141953,0.4375,0.417519,35.583005,mark_expands;substitution;reordering,7,14,14,αλλα;αυτος;διακρινω;και;λεγω;μη;ο,αιρω;αλλα;αμην;αυτος;βαλλω;γινομαι;διακρινω;εις;θαλασσα;και;λεγω;μη;ο;ορος;ουτος;συ,αν;ειμι;εν;καρδια;λαλεω;ος;οτι;πιστευω,αποκρινομαι;δε;εαν;εχω;ιησους;καν;μονος;ου;πιστις;ποιεω;συκη,3,0,"⸀ἀμὴν λέγω ὑμῖν ὅτι ὃς ἂν εἴπῃ τῷ ὄρει τούτῳ· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, καὶ μὴ διακριθῇ ἐν τῇ καρδίᾳ αὐτοῦ ἀλλὰ ⸀πιστεύῃ ὅτι ⸂ὃ λαλεῖ γίνεται, ἔσται αὐτῷ⸃.","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ἀμὴν λέγω ὑμῖν, ἐὰν ἔχητε πίστιν καὶ μὴ διακριθῆτε, οὐ μόνον τὸ τῆς συκῆς ποιήσετε, ἀλλὰ κἂν τῷ ὄρει τούτῳ εἴπητε· Ἄρθητι καὶ βλήθητι εἰς τὴν θάλασσαν, γενήσεται·"
Mark 11:24,Matt 21:22,20,36,0.4356,0.521985,0.110808,0.666667,0.39672,18.026198,mark_expands;substitution;reordering,3,4,6,και,αιτεω;και;λαμβανω;οσος;πας;πιστευω,δια;ειμι;λεγω;οτι;ουτος;προσευχομαι;συ,αν;εν;ο;προσευχη,2,1,"διὰ τοῦτο λέγω ὑμῖν, πάντα ὅσα ⸂προσεύχεσθε καὶ αἰτεῖσθε⸃, πιστεύετε ὅτι ⸀ἐλάβετε, καὶ ἔσται ὑμῖν.",καὶ πάντα ὅσα ⸀ἂν αἰτήσητε ἐν τῇ προσευχῇ πιστεύοντες λήμψεσθε.
Mark 11:28,Matt 21:23,20,37,0.381257,0.308717,0.344717,0.555556,0.450439,15.156543,matt_expands;reordering,15,4,1,αυτος,αυτος;διδωμι;εν;εξουσια;και;λεγω;ο;ουτος;ποιεω;ποιος;συ;τις,η;ινα,αρχιερευς;διδασκω;εις;ερχομαι;ιερος;λαος;πρεσβυτερος;προσερχομαι,3,1,καὶ ⸀ἔλεγον αὐτῷ· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; ⸀ἢ τίς σοι ⸂ἔδωκεν τὴν ἐξουσίαν ταύτην⸃ ἵνα ταῦτα ποιῇς;,Καὶ ⸂ἐλθόντος αὐτοῦ⸃ εἰς τὸ ἱερὸν προσῆλθον αὐτῷ διδάσκοντι οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ λέγοντες· Ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιεῖς; καὶ τίς σοι ἔδωκεν τὴν ἐξουσίαν ταύτην;
Mark 11:29,Matt 21:24,20,37,0.552237,0.701578,0.184362,0.631579,0.641209,26.612361,matt_expands;substitution;reordering,4,2,6,αποκρινομαι;δε;λογος;συ,αποκρινομαι;αυτος;δε;εγω;εις;εν;εξουσια;ιησους;λεγω;λογος;ο;ουτος;ποιεω;ποιος;συ,επερωταω;και,εαν;ερωταω;καγω;ος,2,0,"ὁ δὲ ⸀Ἰησοῦς εἶπεν αὐτοῖς· Ἐπερωτήσω ⸀ὑμᾶς ἕνα λόγον, καὶ ἀποκρίθητέ μοι, καὶ ἐρῶ ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·","ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Ἐρωτήσω ὑμᾶς κἀγὼ λόγον ἕνα, ὃν ἐὰν εἴπητέ μοι κἀγὼ ὑμῖν ἐρῶ ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ·"
Mark 11:31,Matt 21:25,20,37,0.511503,0.466891,0.462592,0.666667,0.524206,20.256992,mark_expands;substitution,1,2,14,,αυτος;δια;διαλογιζομαι;εαν;εαυτου;εκ;λεγω;ου;ουν;ουρανος;πιστευω;τις,και;προς,ανθρωπος;βαπτισμα;δε;εγω;ειμι;εν;η;ιωαννης;ο;ποθεν,3,2,"καὶ ⸀διελογίζοντο πρὸς ἑαυτοὺς λέγοντες· ⸂Τί εἴπωμεν;⸃ ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ· Διὰ τί ⸀οὖν οὐκ ἐπιστεύσατε αὐτῷ;","τὸ βάπτισμα ⸀τὸ Ἰωάννου πόθεν ἦν; ἐξ οὐρανοῦ ἢ ἐξ ἀνθρώπων; οἱ δὲ διελογίζοντο ⸀ἐν ἑαυτοῖς λέγοντες· Ἐὰν εἴπωμεν· Ἐξ οὐρανοῦ, ἐρεῖ ἡμῖν· Διὰ τί οὖν οὐκ ἐπιστεύσατε αὐτῷ;"
Mark 11:32,Matt 21:26,20,37,0.520381,0.580484,0.308947,0.666667,0.485935,27.395987,mark_expands;substitution;reordering,2,4,3,προφητης,ανθρωπος;γαρ;εκ;εχω;ιωαννης;λεγω;ο;οχλος;προφητης;φοβεομαι,αλλα;απας;ειμι;οντως;οτι,δε;εαν;πας;ως,2,1,"ἀλλὰ εἴπωμεν· Ἐξ ἀνθρώπων;— ἐφοβοῦντο τὸν ⸀ὄχλον, ἅπαντες γὰρ εἶχον τὸν Ἰωάννην ⸂ὄντως ὅτι⸃ προφήτης ἦν.","ἐὰν δὲ εἴπωμεν· Ἐξ ἀνθρώπων, φοβούμεθα τὸν ὄχλον, πάντες γὰρ ⸂ὡς προφήτην ἔχουσιν τὸν Ἰωάννην⸃."
Mark 11:33,Matt 21:27,20,37,0.73072,0.77101,0.517985,0.818182,0.906332,31.635095,mark_expands,2,3,0,,αποκρινομαι;αυτος;εγω;εν;εξουσια;ιησους;και;λεγω;ο;οιδα;ου;ουδε;ουτος;ποιεω;ποιος;συ,,φημι,2,0,καὶ ἀποκριθέντες ⸂τῷ Ἰησοῦ λέγουσιν⸃· Οὐκ οἴδαμεν. καὶ ὁ ⸀Ἰησοῦς λέγει αὐτοῖς· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.,καὶ ἀποκριθέντες τῷ Ἰησοῦ εἶπαν· Οὐκ οἴδαμεν. ἔφη αὐτοῖς καὶ αὐτός· Οὐδὲ ἐγὼ λέγω ὑμῖν ἐν ποίᾳ ἐξουσίᾳ ταῦτα ποιῶ.
Mark 12:1,Matt 21:33,20,38,0.501801,0.641869,0.14918,0.5625,0.631651,75.573386,substitution;reordering,9,8,4,αμπελων;ανθρωπος;εν;παραβολη;φραγμος;φυτευω,αμπελων;ανθρωπος;αποδημεω;αυτος;γεωργος;εκδιδωμι;εν;και;οικοδομεω;ορυσσω;παραβολη;περιτιθημι;πυργος;φραγμος;φυτευω,αρχω;λαλεω;υποληνιον,ακουω;αλλος;ειμι;ληνος;οικοδεσποτης;οστις,2,1,"Καὶ ἤρξατο αὐτοῖς ἐν παραβολαῖς ⸀λαλεῖν· Ἀμπελῶνα ⸂ἄνθρωπος ἐφύτευσεν⸃, καὶ περιέθηκεν φραγμὸν καὶ ὤρυξεν ὑπολήνιον καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν.","Ἄλλην παραβολὴν ἀκούσατε. ⸀Ἄνθρωπος ἦν οἰκοδεσπότης ὅστις ἐφύτευσεν ἀμπελῶνα καὶ φραγμὸν αὐτῷ περιέθηκεν καὶ ὤρυξεν ἐν αὐτῷ ληνὸν καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν."
Mark 12:2,Matt 21:34,20,38,0.567929,0.724078,0.263495,0.625,0.512196,31.017304,mark_expands;substitution;reordering,3,8,9,δουλος;καιρος;ο,αποστελλω;γεωργος;δουλος;καιρος;καρπος;λαμβανω;ο;προς,αμπελων;απο;ινα;και;παρα,αυτος;δε;εγγιζω;οτε,1,0,"καὶ ἀπέστειλεν πρὸς τοὺς γεωργοὺς τῷ καιρῷ δοῦλον, ἵνα παρὰ τῶν γεωργῶν λάβῃ ἀπὸ ⸂τῶν καρπῶν⸃ τοῦ ἀμπελῶνος·","ὅτε δὲ ἤγγισεν ὁ καιρὸς τῶν καρπῶν, ἀπέστειλεν τοὺς δούλους αὐτοῦ πρὸς τοὺς γεωργοὺς λαβεῖν τοὺς καρποὺς αὐτοῦ."
Mark 12:3,Matt 21:35,20,38,0.207974,0.23439,0.0,0.4,0.224983,11.067645,matt_expands;substitution,6,0,6,,αυτος;δερω;και;λαμβανω,αποστελλω;κενος,αποκτεινω;γεωργος;δε;δουλος;λιθοβολεω;μεν;ο;ος,1,0,⸀καὶ λαβόντες αὐτὸν ἔδειραν καὶ ἀπέστειλαν κενόν.,"καὶ λαβόντες οἱ γεωργοὶ τοὺς δούλους αὐτοῦ ὃν μὲν ἔδειραν, ὃν δὲ ἀπέκτειναν, ὃν δὲ ἐλιθοβόλησαν."
Mark 12:4,Matt 21:36,20,38,0.384706,0.354647,0.314782,0.571429,0.32134,18.874036,mark_expands;substitution;reordering,0,3,6,αυτος,αλλος;αποστελλω;αυτος;δουλος;και;παλιν,ατιμαζω;κακεινος;κεφαλιοω;προς,ο;ποιεω;πολυς;πρωτος;ωσαυτως,3,0,καὶ πάλιν ἀπέστειλεν πρὸς αὐτοὺς ἄλλον δοῦλον· ⸀κἀκεῖνον ⸀ἐκεφαλίωσαν καὶ ⸀ἠτίμασαν.,"πάλιν ἀπέστειλεν ἄλλους δούλους πλείονας τῶν πρώτων, καὶ ἐποίησαν αὐτοῖς ὡσαύτως."
Mark 12:6,Matt 21:37,20,38,0.3439,0.355146,0.164716,0.5,0.429053,17.758371,substitution;reordering,3,3,5,αυτος;υιος,αποστελλω;αυτος;εγω;εντρεπω;λεγω;ο;προς;υιος,αγαπητος;εις;εσχατος;ετι;εχω;οτι,δε;υστερος,2,0,"ἔτι ⸂ἕνα εἶχεν, υἱὸν ἀγαπητόν· ἀπέστειλεν⸃ αὐτὸν ⸂ἔσχατον πρὸς αὐτοὺς⸃ λέγων ὅτι Ἐντραπήσονται τὸν υἱόν μου.",ὕστερον δὲ ἀπέστειλεν πρὸς αὐτοὺς τὸν υἱὸν αὐτοῦ λέγων· Ἐντραπήσονται τὸν υἱόν μου.
Mark 12:7,Matt 21:38,20,38,0.644235,0.769435,0.310721,0.777778,0.647537,36.694879,matt_expands;substitution;reordering,3,2,6,γεωργος;λεγω,αποκτεινω;αυτος;γεωργος;δε;δευτε;εαυτου;ειμι;και;κληρονομια;κληρονομος;λεγω;ο;ουτος,εγω;εκεινος;οτι;προς,εν;εχω;οραω;υιος,1,1,"ἐκεῖνοι δὲ οἱ γεωργοὶ ⸂πρὸς ἑαυτοὺς εἶπαν⸃ ὅτι Οὗτός ἐστιν ὁ κληρονόμος· δεῦτε ἀποκτείνωμεν αὐτόν, καὶ ἡμῶν ἔσται ἡ κληρονομία.",οἱ δὲ γεωργοὶ ἰδόντες τὸν υἱὸν εἶπον ἐν ἑαυτοῖς· Οὗτός ἐστιν ὁ κληρονόμος· δεῦτε ἀποκτείνωμεν αὐτὸν καὶ ⸀σχῶμεν τὴν κληρονομίαν αὐτοῦ·
Mark 12:8,Matt 21:39,20,38,0.747891,1.0,0.191562,0.75,1.0,20.019379,mark_expands;reordering,2,3,0,αποκτεινω;και,αμπελων;αποκτεινω;αυτος;εκβαλλω;εξω;και;λαμβανω;ο,,,1,0,"καὶ λαβόντες ⸂ἀπέκτειναν αὐτόν, καὶ ἐξέβαλον αὐτὸν⸃ ἔξω τοῦ ἀμπελῶνος.",καὶ λαβόντες αὐτὸν ἐξέβαλον ἔξω τοῦ ἀμπελῶνος καὶ ἀπέκτειναν.
